memberId,LAST_3_TRANSACTIONS_AVG_POINTS_BOUGHT,LAST_3_TRANSACTIONS_AVG_REVENUE_USD,DAYS_SINCE_LAST_TRANSACTION,AVG_POINTS_BOUGHT,AVG_REVENUE_USD,PCT_GIFT_TRANSACTIONS,PCT_REDEEM_TRANSACTIONS,PCT_BUY_TRANSACTIONS,ATS,RESP,OFFER
68363811,1100.0,10.11111111111111,1984,3166.6666666666665,8.507309941520466,0.0,0.3333333333333333,0.6666666666666666,573.3333333333333,0.017788359086914035,OFFER_1
BA54FCA7,6733.333333333333,8.755555555555555,2012,5311.111111111111,12.214197530864197,0.2222222222222222,0.1111111111111111,0.6666666666666666,4905.185185185184,0.017838156918302633,OFFER_1
FDDF909C,-8400.0,0.0,2097,-8400.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
FAD48011,3000.0,3.75,1916,2615.3846153846152,10.536996336996339,0.46153846153846156,0.3076923076923077,0.23076923076923078,1109.4674556213017,0.009751460769878971,OFFER_1
6D305972,2533.3333333333335,3.385281385281386,1584,2800.0,3.364016100858206,0.4444444444444444,0.3333333333333333,0.2222222222222222,871.111111111111,0.006869130893703366,OFFER_1
A009AB44,8250.0,47.35,1734,8250.0,47.35,1.0,0.0,0.0,8250.0,0.08187319884726224,OFFER_2
9AB17EC4,150.0,2.5555555555555554,2196,150.0,2.5555555555555554,0.5,0.5,0.0,0.0,0.0034896070399028974,OFFER_1
6A6F4686,5500.0,7.8311688311688314,2075,1450.0,4.075355373792874,0.375,0.375,0.25,1071.25,0.010495848063755846,OFFER_1
C29B266C,7666.666666666667,17.344444444444445,2155,3516.6666666666665,19.505555555555556,0.0,0.3333333333333333,0.6666666666666666,2140.5555555555557,0.03059996220710506,OFFER_1
B5D3CFAF,2100.0,4.182017543859649,1548,4060.0,12.83921052631579,0.2,0.2,0.6,1612.8000000000002,0.01575534640345214,OFFER_1
D418F68B,4666.666666666667,2.6590943169890537,2165,2891.6666666666665,3.6079448755435597,0.5,0.25,0.25,2067.083333333333,0.004416983298617299,OFFER_1
B4340CEC,-2000.0,2.0833333333333335,958,-2000.0,2.0833333333333335,0.5,0.5,0.0,0.0,0.00651720542231491,OFFER_1
EC3BDD69,4033.3333333333335,2.1667698658410735,2233,42.857142857142854,1.520452391482909,0.14285714285714285,0.42857142857142855,0.42857142857142855,405.17006802721085,0.0030278162786038475,OFFER_1
EF47A8DA,4600.0,4.6,1658,4600.0,4.6,1.0,0.0,0.0,4600.0,0.008318264014466547,OFFER_1
351A31A4,4733.333333333333,3.6732234626971465,2195,3300.0,3.5064381733554666,0.42857142857142855,0.14285714285714285,0.42857142857142855,3073.8095238095234,0.0056568116719666545,OFFER_1
78C5ED8C,2700.0,4.5,2169,2700.0,4.5,0.0,0.0,1.0,2700.0,0.008294930875576036,OFFER_1
303F985D,5500.0,21.67195767195767,1938,4640.0,11.8015873015873,0.8,0.0,0.2,5242.0,0.030879169156631765,OFFER_1
ED82D52A,5650.0,5.663742690058479,2175,5650.0,5.663742690058479,0.5,0.0,0.5,5650.0,0.00910988024595803,OFFER_1
F42E1408,-200.0,4.5625,1555,-200.0,4.5625,0.5,0.5,0.0,0.0,0.00879659383033419,OFFER_1
92222EBC,5033.333333333333,4.817647058823529,2148,5772.727272727273,6.620022624434389,0.6363636363636364,0.09090909090909091,0.2727272727272727,4299.669421487602,0.008160283862525671,OFFER_1
26091113,-5400.0,0.0,804,-5400.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
A87AACB4,-300.0,0.0,792,-300.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
86C4289E,1000.0,2.142857142857143,855,1000.0,2.142857142857143,0.5,0.5,0.0,0.0,0.007510013351134844,OFFER_1
F9DFD832,4500.0,5.055555555555555,1265,4500.0,5.055555555555555,0.0,0.0,1.0,4500.0,0.015973319290854836,OFFER_1
71AE3464,5400.0,4.153846153846154,683,5400.0,4.153846153846154,0.0,0.0,1.0,5400.0,0.024291497975708495,OFFER_1
0D4E86E0,-3833.3333333333335,10.5,1548,-3833.3333333333335,10.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.020335700451904453,OFFER_1
203ECF0D,-3700.0,0.0,1736,-3700.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
F551E0F5,-8600.0,0.0,1980,-1314.2857142857142,6.221428571428571,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.003095684513078324,OFFER_1
D2EEA40F,3350.0,2.5,1721,3350.0,2.5,0.5,0.5,0.0,0.0,0.004355400696864111,OFFER_1
8BB86395,1600.0,5.333333333333333,1524,1600.0,5.333333333333333,1.0,0.0,0.0,1600.0,0.010491803278688523,OFFER_1
B3352220,650.0,0.8076923076923077,2000,650.0,0.8076923076923077,0.5,0.0,0.5,650.0,0.0014127551608810976,OFFER_1
CEDC5CBF,5450.0,5.486111111111111,1634,5450.0,5.486111111111111,0.5,0.0,0.5,5450.0,0.01174396873938158,OFFER_1
4888E197,2133.3333333333335,6.972222222222222,2098,-1144.4444444444443,2.5185185185185186,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.008353772225457155,OFFER_1
CFB87FE0,2300.0,1.538095238095238,1895,2300.0,1.538095238095238,0.0,0.0,1.0,2300.0,0.0032449266626481807,OFFER_1
25938411,766.6666666666666,1.6333333333333335,1984,-783.3333333333334,0.8250000000000001,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0023355723481668063,OFFER_1
810B71D0,4800.0,6.0,615,4800.0,6.0,1.0,0.0,0.0,4800.0,0.029220779220779213,OFFER_1
EBF1FDE8,8000.0,18.80952380952381,1537,8000.0,18.80952380952381,1.0,0.0,0.0,8000.0,0.03668957830206205,OFFER_2
3A0101FA,8800.0,4.4,834,8800.0,4.4,0.0,0.0,1.0,8800.0,0.021077844311377245,OFFER_1
B1B6E92C,4666.666666666667,16.841666666666665,2130,1393.3333333333333,7.531907814407814,0.26666666666666666,0.3333333333333333,0.4,1228.2222222222224,0.022414693870184247,OFFER_1
01453339,133.33333333333334,1.8055555555555554,2175,2244.4444444444443,3.4364740145570902,0.3888888888888889,0.2777777777777778,0.3333333333333333,340.7407407407407,0.003515366258051494,OFFER_1
B4C5249A,-1933.3333333333333,3.7083333333333335,1990,-75.0,5.182000291375291,0.25,0.5,0.25,0.0,0.006774941545667626,OFFER_1
8E12A9D0,1400.0,7.730769230769231,2028,-1120.0,4.638461538461539,0.0,0.6,0.4,0.0,0.011399931758729198,OFFER_1
833ED870,4066.6666666666665,13.113095238095239,2200,2850.0,6.917358930751789,0.21428571428571427,0.35714285714285715,0.42857142857142855,1057.6190476190473,0.01753131591493561,OFFER_1
DD5DB310,-1866.6666666666667,0.6666666666666666,2102,1153.3333333333333,4.156302294197031,0.3333333333333333,0.4,0.26666666666666666,192.1333333333333,0.002661731190089175,OFFER_1
E4B5D200,-2133.3333333333335,0.7142857142857143,2098,-2133.3333333333335,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0010208943034097867,OFFER_1
EBE6F713,200.0,3.5909090909090913,2215,200.0,3.5909090909090913,0.3333333333333333,0.3333333333333333,0.3333333333333333,66.66666666666666,0.0054014878022098246,OFFER_1
58B6CADE,4900.0,2.9467592592592595,2185,3110.5263157894738,7.5774241882988,0.42105263157894735,0.2631578947368421,0.3157894736842105,2066.7590027700826,0.006576910494827869,OFFER_1
C97F64D4,5200.0,52.0,675,5200.0,52.0,0.0,0.0,1.0,5200.0,0.3076923076923077,OFFER_2
B3BFCF5C,7366.666666666667,5.088562091503268,2073,7700.0,5.175796568627451,0.75,0.0,0.25,7466.666666666667,0.008014889302112678,OFFER_1
67287AA5,-400.0,0.0,2144,-400.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
B2DB0ACB,1766.6666666666667,1.7403508771929825,2182,3800.0,2.955263157894737,0.5,0.25,0.25,1188.3333333333335,0.0031336142118925346,OFFER_1
768354DA,2133.3333333333335,3.1157407407407405,2102,2133.3333333333335,3.1157407407407405,0.6666666666666666,0.3333333333333333,0.0,711.111111111111,0.0044447086173191735,OFFER_1
48B58C8A,1833.3333333333333,1.9775641025641024,1904,1572.7272727272727,4.9679792429792435,0.2727272727272727,0.2727272727272727,0.45454545454545453,797.7961432506887,0.005212988236610283,OFFER_1
6B7997F2,-150.0,2.4,1955,-150.0,2.4,0.0,0.5,0.5,0.0,0.004294478527607362,OFFER_1
92DC309C,-3400.0,0.6666666666666666,2229,-1000.0,2.0416666666666665,0.5,0.3333333333333333,0.16666666666666666,893.3333333333333,0.0015324489287493772,OFFER_1
73CDC6F0,7300.0,9.53030303030303,2225,1418.1818181818182,5.735537190082645,0.45454545454545453,0.36363636363636365,0.18181818181818182,1509.6694214876031,0.011995244823094501,OFFER_1
4EF83694,2466.6666666666665,6.070175438596491,2173,2433.3333333333335,11.55592105263158,0.5,0.3333333333333333,0.16666666666666666,818.8888888888888,0.011239043493815801,OFFER_1
E52F74C5,-1733.3333333333333,0.7575757575757577,2139,-1071.4285714285713,1.8983016983016985,0.42857142857142855,0.42857142857142855,0.14285714285714285,219.25170068027208,0.0016151841038356393,OFFER_1
55818C78,-2000.0,1.1666666666666667,1738,-1275.0,1.0,0.5,0.5,0.0,0.0,0.0019263944795859691,OFFER_1
95489529,1400.0,2.6666666666666665,1608,2420.0,4.5200000000000005,0.4,0.2,0.4,1023.6000000000001,0.006809861197431116,OFFER_1
D502D7AA,3500.0,17.833333333333332,2098,4642.857142857143,11.088888888888889,0.8571428571428571,0.0,0.14285714285714285,3842.857142857143,0.023672497107466134,OFFER_1
4F01CB4E,5100.0,8.5,1838,5100.0,8.5,1.0,0.0,0.0,5100.0,0.013866231647634585,OFFER_1
40D470BE,3500.0,5.833333333333333,1549,3500.0,5.833333333333333,1.0,0.0,0.0,3500.0,0.01129032258064516,OFFER_1
C27A7757,5600.0,9.333333333333334,1447,5600.0,9.333333333333334,0.0,0.0,1.0,5600.0,0.025782688766114184,OFFER_1
3A7D06EC,4366.666666666667,2.2514619883040936,2081,4366.666666666667,2.2514619883040936,0.6666666666666666,0.0,0.3333333333333333,4366.666666666666,0.003604646154825638,OFFER_1
25CFE961,1600.0,1.2307692307692308,1901,1600.0,1.2307692307692308,0.0,0.0,1.0,1600.0,0.002588368518967888,OFFER_1
97179360,7166.666666666667,4.94017094017094,1931,4085.714285714286,5.852930402930403,0.2857142857142857,0.2857142857142857,0.42857142857142855,2675.306122448979,0.009252881595383813,OFFER_1
AD38DC6E,4600.0,9.2,1371,4600.0,9.2,0.0,0.0,1.0,4600.0,0.026822157434402333,OFFER_1
0F32B153,4166.666666666667,3.9285714285714284,1102,4166.666666666667,3.9285714285714284,0.0,0.3333333333333333,0.6666666666666666,1388.8888888888887,0.013059620947200272,OFFER_1
7A60A5D5,-1900.0,1.4833333333333334,2093,-2640.0,1.29,0.2,0.6,0.2,0.0,0.0021781598217128304,OFFER_1
B224690B,3666.6666666666665,9.36996336996337,1532,3075.0,7.218648998060763,0.5,0.0,0.5,3489.1666666666665,0.019919107439252483,OFFER_1
0C29817B,5600.0,11.661111111111111,2237,1122.2222222222222,3.830665784832451,0.3333333333333333,0.3888888888888889,0.2777777777777778,945.925925925926,0.013638334655953314,OFFER_1
351FD0E1,5950.0,6.650375939849624,2242,5950.0,6.650375939849624,0.5,0.0,0.5,5950.0,0.010377314217331112,OFFER_1
403ECD80,-2350.0,0.0,907,-2350.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
C3CCDC25,-500.0,2.85,919,-500.0,2.85,0.0,0.5,0.5,0.0,0.010842391304347823,OFFER_1
E9C8343F,7066.666666666667,5.264035087719297,2196,2547.8260869565215,6.837272033839539,0.34782608695652173,0.2608695652173913,0.391304347826087,2731.354757403906,0.008854138674898948,OFFER_1
1919955A,9800.0,8.166666666666666,1744,9800.0,8.166666666666666,1.0,0.0,0.0,9800.0,0.014040114613180513,OFFER_1
331B6148,-1500.0,0.4285714285714286,2216,-776.9230769230769,2.0212971239287025,0.15384615384615385,0.46153846153846156,0.38461538461538464,98.69822485207108,0.0013837521958245333,OFFER_1
E3BA7DE1,1533.3333333333333,10.111111111111112,2030,875.0,3.62856188949939,0.1875,0.3125,0.5,500.9375,0.014072974990741793,OFFER_1
C4782977,166.66666666666666,1.5555555555555556,2209,-1360.0,1.791111111111111,0.2,0.5,0.3,0.0,0.002428295625942685,OFFER_1
1FFEEF36,1033.3333333333333,0.9578947368421052,1536,-1350.0,0.718421052631579,0.25,0.5,0.25,0.0,0.001873566071978906,OFFER_1
37235383,-150.0,2.590909090909091,1476,-150.0,2.590909090909091,0.5,0.5,0.0,0.0,0.005262510001846494,OFFER_1
E8EB1D4F,33.333333333333336,3.3333333333333335,1514,860.0,3.1125,0.2,0.6,0.2,0.0,0.006900770077007702,OFFER_1
3D0B4F32,933.3333333333334,4.351851851851852,2187,2855.5555555555557,4.806483639816974,0.2222222222222222,0.2222222222222222,0.5555555555555556,838.8888888888889,0.0072935062169268965,OFFER_1
6A4AE62C,4900.0,12.25,1612,4900.0,12.25,0.0,0.0,1.0,4900.0,0.03037817730936144,OFFER_1
924B58F2,8200.0,32.80634920634921,1957,4928.571428571428,21.04795918367347,0.2857142857142857,0.14285714285714285,0.5714285714285714,5156.122448979591,0.05340513680057363,OFFER_2
3093F014,5500.0,7.181818181818182,1133,5500.0,7.181818181818182,0.0,0.0,1.0,5500.0,0.025332691999358663,OFFER_1
7FDAEB1C,6500.0,4.037098930481283,2105,4390.0,3.542098187759952,0.2,0.2,0.6,3520.2000000000007,0.006647177278059631,OFFER_1
4896C7AC,2266.6666666666665,2.767320261437908,2178,1600.0,2.135974945533769,0.5,0.3333333333333333,0.16666666666666666,688.8888888888888,0.0037463987048085255,OFFER_1
141B3B78,-466.6666666666667,3.272727272727273,2116,-1800.0,2.4545454545454546,0.25,0.5,0.25,0.0,0.004647442779233048,OFFER_1
3FA77C7E,5300.0,3.644607843137255,2107,3400.0,3.7142114421526182,0.5714285714285714,0.14285714285714285,0.2857142857142857,3378.571428571428,0.005713353566370484,OFFER_1
F079437B,-3050.0,0.3333333333333333,961,-3050.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.0010395010395010393,OFFER_1
96E9CB29,-6066.666666666667,0.0,2234,-1677.7777777777778,1.0428467683369644,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.0004354915661958987,OFFER_1
492A0AFA,1133.3333333333333,7.279411764705883,2204,2584.6153846153848,3.8301428097450962,0.5384615384615384,0.3076923076923077,0.15384615384615385,603.353057199211,0.008931793971984075,OFFER_1
E7B82148,4400.0,3.336075689016866,2214,4616.666666666667,4.320281434252023,0.8333333333333334,0.0,0.16666666666666666,4465.0,0.005191528279846563,OFFER_1
E4E5D3DC,4700.0,6.659090909090909,1771,4700.0,6.659090909090909,0.5,0.0,0.5,4700.0,0.013152831931048633,OFFER_1
DBED7477,7300.0,8.11111111111111,1832,7300.0,8.11111111111111,1.0,0.0,0.0,7300.0,0.013275140934715402,OFFER_1
F04010D8,2233.3333333333335,33.0,1905,2950.0,17.98263888888889,0.3333333333333333,0.3333333333333333,0.3333333333333333,816.111111111111,0.04983349364579689,OFFER_1
9EC29934,2600.0,1.663157894736842,1932,2600.0,1.663157894736842,0.5,0.0,0.5,2600.0,0.0030114085005581723,OFFER_1
B849829C,66.66666666666667,0.8541666666666666,1464,100.0,0.7120535714285714,0.75,0.25,0.0,38.33333333333333,0.001661841784495368,OFFER_1
8858F0F0,-633.3333333333334,0.8333333333333334,2026,-633.3333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0012333497779970402,OFFER_1
697A2188,4000.0,3.2944444444444443,2148,3820.0,4.191818181818182,0.8,0.0,0.2,3946.0,0.0053065151280134995,OFFER_1
0CF7F778,-3833.3333333333335,1.1666666666666667,2103,-1220.0,1.9266666666666665,0.2,0.6,0.2,0.0,0.0021211660329531054,OFFER_1
5AC9489D,4266.666666666667,5.669537480063796,2039,912.5,3.8983286815523654,0.375,0.375,0.25,815.1041666666666,0.008185817760617005,OFFER_1
69590696,-2833.3333333333335,0.6666666666666666,1967,820.0,2.6125874125874122,0.2,0.4,0.4,347.46666666666675,0.0021603180017814166,OFFER_1
C7B349E2,4400.0,4.4,893,4400.0,4.4,1.0,0.0,0.0,4400.0,0.014765100671140941,OFFER_1
9EDC30FF,6900.0,12.483333333333334,2212,1600.0,4.608410181436498,0.25,0.25,0.5,2655.0,0.016006776935009032,OFFER_1
8F55E5FD,-1766.6666666666667,0.5925925925925926,2234,2200.0,2.6333333333333337,0.4,0.2,0.4,346.0000000000001,0.0018328279062059826,OFFER_1
AF5E9154,-9400.0,0.0,1231,-9400.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
81D58B43,9900.0,49.5,1440,9900.0,49.5,0.0,0.0,1.0,9900.0,0.13740458015267176,OFFER_2
2AC5371E,4066.6666666666665,9.944444444444445,2131,5175.0,11.0,0.75,0.25,0.0,2199.583333333333,0.014438711694809255,OFFER_1
9D42E704,750.0,19.5,1981,750.0,19.5,0.5,0.5,0.0,0.0,0.029515640766902117,OFFER_1
B049C561,6500.0,12.4,2119,6500.0,12.4,0.5,0.0,0.5,6500.0,0.020471698113207547,OFFER_1
68BF3AEC,2966.6666666666665,3.4638888888888886,1996,3350.0,4.847916666666666,0.25,0.25,0.5,1540.8333333333333,0.00679861806598787,OFFER_1
0528DF3C,-7766.666666666667,0.0,802,-7766.666666666667,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
EDA924C6,6400.0,14.142857142857144,1737,6475.0,11.723809523809525,0.5,0.0,0.5,6422.5,0.027019562715765246,OFFER_1
D610BE3E,1750.0,1.473856209150327,924,1750.0,1.473856209150327,0.5,0.0,0.5,1750.0,0.005576753223812048,OFFER_1
271BAEB1,4500.0,42.75,2184,4500.0,42.75,0.0,0.0,1.0,4500.0,0.0782608695652174,OFFER_2
A1863609,2433.3333333333335,4.518518518518518,1700,4220.0,7.661111111111111,0.6,0.2,0.2,1781.6000000000001,0.010274043590916018,OFFER_1
C137C2FF,-833.3333333333334,0.9333333333333332,2162,1536.3636363636363,4.264646464646464,0.45454545454545453,0.45454545454545453,0.09090909090909091,11.129476584022042,0.002761851270236089,OFFER_1
90912664,-1300.0,2.380952380952381,2123,1050.0,16.304511278195488,0.16666666666666666,0.5,0.3333333333333333,0.0,0.01029193353754757,OFFER_1
E8A48FC8,9900.0,24.75,1794,9900.0,24.75,0.0,0.0,1.0,9900.0,0.05515320334261839,OFFER_2
69F19E30,5966.666666666667,8.977777777777778,2170,3600.0,5.562689691261119,0.42857142857142855,0.14285714285714285,0.42857142857142855,3754.7619047619046,0.012560244287934905,OFFER_1
540399F8,5500.0,9.9,2118,5500.0,9.9,1.0,0.0,0.0,5500.0,0.014016045304388863,OFFER_1
AD111D47,900.0,1.3148148148148149,815,900.0,1.3148148148148149,0.0,0.3333333333333333,0.6666666666666666,300.0,0.005908073105785524,OFFER_1
B48686E1,3466.6666666666665,1.9541467304625197,1854,3466.6666666666665,1.9541467304625202,0.6666666666666666,0.0,0.3333333333333333,3466.6666666666665,0.00351149457405664,OFFER_1
AD9F59FD,5600.0,6.575091575091574,2039,2350.0,3.9958791208791204,0.5,0.3333333333333333,0.16666666666666666,1541.6666666666665,0.009005329161579157,OFFER_1
2194C2A7,1866.6666666666667,5.444444444444444,2043,1866.6666666666667,5.444444444444444,0.6666666666666666,0.3333333333333333,0.0,622.2222222222222,0.007990867579908672,OFFER_1
2311A0EE,-3633.3333333333335,1.8666666666666665,1668,-3925.0,1.4,0.0,0.75,0.25,0.0,0.0033622927900938677,OFFER_1
20C35CAC,1833.3333333333333,5.746031746031746,1643,4180.0,7.82984126984127,0.6,0.2,0.2,1522.4,0.012401313096203608,OFFER_1
190F7BF0,400.0,6.083333333333333,2064,961.5384615384615,3.5631320433952007,0.3076923076923077,0.46153846153846156,0.23076923076923078,43.727810650887605,0.008334716474083797,OFFER_1
D5E9F71D,-3450.0,0.2222222222222222,1675,-3450.0,0.2222222222222222,0.0,0.5,0.5,0.0,0.000464067886502254,OFFER_1
A2CBF034,-1300.0,0.5128205128205129,2165,1742.857142857143,3.7857975357975358,0.42857142857142855,0.42857142857142855,0.14285714285714285,55.306122448979565,0.00216882335006593,OFFER_1
0B93D54A,-1766.6666666666667,0.19047619047619047,1941,150.0,0.8803571428571428,0.0,0.5,0.5,0.0,0.0007162933401991074,OFFER_1
B4FD82C4,-1550.0,1.6875,1819,-1550.0,1.6875,0.0,0.5,0.5,0.0,0.0032451923076923074,OFFER_1
26516EEE,8100.0,5.0625,907,8100.0,5.0625,0.0,0.0,1.0,8100.0,0.02230176211453745,OFFER_1
B34038BA,-333.3333333333333,1.5666666666666667,2135,-537.5,2.88125,0.25,0.625,0.125,0.0,0.0028690333372347063,OFFER_1
30807BAD,4850.0,5.785714285714286,1652,4850.0,5.785714285714286,0.5,0.0,0.5,4850.0,0.012250453720508167,OFFER_1
78E24675,7100.0,5.916666666666667,739,7100.0,5.916666666666667,0.0,0.0,1.0,7100.0,0.03198198198198199,OFFER_2
B7CD4387,-733.3333333333334,2.966666666666667,1955,-733.3333333333334,2.966666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,0.005055669166098614,OFFER_1
015D3EF3,2500.0,1.9351851851851851,2135,2500.0,1.9351851851851851,0.3333333333333333,0.0,0.6666666666666666,2500.0,0.003321947103158089,OFFER_1
F6A67809,3900.0,4.333333333333333,2151,3900.0,4.333333333333333,0.0,0.0,1.0,3900.0,0.008054522924411398,OFFER_1
AE5B5678,-9600.0,0.0,2152,-9600.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
6B971FCB,3800.0,2.375,622,3800.0,2.375,0.0,0.0,1.0,3800.0,0.015248796147672555,OFFER_1
0664C0B9,4566.666666666667,4.538888888888889,2155,2721.4285714285716,9.965896078711205,0.21428571428571427,0.35714285714285715,0.42857142857142855,1146.598639455782,0.00980703585343586,OFFER_1
0296484F,5350.0,12.191176470588236,2166,5350.0,12.191176470588236,0.0,0.0,1.0,5350.0,0.022503325280273625,OFFER_1
D41D8FF1,66.66666666666667,3.6666666666666665,2053,1420.0,4.477777777777778,0.2,0.4,0.4,94.53333333333337,0.006472249269717624,OFFER_1
154651AD,3100.0,3.164285714285714,2082,2672.7272727272725,8.512734487734487,0.45454545454545453,0.18181818181818182,0.36363636363636365,1891.1570247933882,0.007700709327187748,OFFER_1
34C66526,2566.6666666666665,4.466165413533834,2172,2566.6666666666665,4.466165413533834,0.3333333333333333,0.3333333333333333,0.3333333333333333,855.5555555555554,0.006850997719794192,OFFER_1
39EC23D4,600.0,0.5,964,600.0,0.5,1.0,0.0,0.0,600.0,0.0015544041450777201,OFFER_1
42C9C797,1850.0,6.785714285714286,1545,1850.0,6.785714285714286,0.5,0.5,0.0,0.0,0.013167621511735353,OFFER_1
4DE9299A,-2166.6666666666665,2.0303030303030303,1933,683.3333333333334,5.3305109922756975,0.0,0.3333333333333333,0.6666666666666666,437.2222222222222,0.005726304654919534,OFFER_1
7A334419,6200.0,5.636363636363637,1209,6200.0,5.636363636363637,1.0,0.0,0.0,6200.0,0.013974455296769345,OFFER_1
E177399B,-1466.6666666666667,1.1500000000000001,2066,1450.0,3.3727207977207976,0.3333333333333333,0.3333333333333333,0.3333333333333333,197.22222222222223,0.002929876212411287,OFFER_1
A2C53B36,-300.0,0.9583333333333334,2241,1275.0,1.5520833333333335,0.25,0.5,0.25,0.0,0.0016474083779363662,OFFER_1
CB68236B,5466.666666666667,9.85,1937,5500.0,7.582051282051281,0.6666666666666666,0.0,0.3333333333333333,5476.666666666666,0.015771612288640147,OFFER_1
193AB2D4,8300.0,13.833333333333334,1432,8300.0,13.833333333333334,0.0,0.0,1.0,8300.0,0.03861363107699465,OFFER_2
B1C7B593,1133.3333333333333,11.0,2026,3285.714285714286,8.818112244897959,0.7142857142857143,0.2857142857142857,0.0,762.4489795918366,0.015311445989347887,OFFER_1
94BD686A,8200.0,30.982456140350877,2184,4762.5,13.770129870129871,0.375,0.125,0.5,5376.5625,0.04135727867619954,OFFER_2
48BE1C9A,-8900.0,0.0,1838,-8900.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
A67C5D0B,2733.3333333333335,3.0269360269360273,2230,413.6363636363636,4.50868411813036,0.22727272727272727,0.45454545454545453,0.3181818181818182,185.22038567493107,0.0051631272801329585,OFFER_1
5D20236C,3800.0,4.241666666666666,2182,1920.0,3.235909090909091,0.6,0.4,0.0,647.1999999999998,0.005414483821263481,OFFER_1
2DF21EA1,-9800.0,0.0,1530,-9800.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
DC1E01E7,-1833.3333333333333,1.2833333333333334,2199,-716.6666666666666,2.2666666666666666,0.0,0.5,0.5,0.0,0.002510984848484848,OFFER_1
FE55319B,-4500.0,0.0,1899,-4500.0,0.0,0.0,1.0,0.0,0.0,0.0,OFFER_1
A0F18FAA,-2600.0,1.25,2242,-2600.0,1.25,0.5,0.5,0.0,0.0,0.001671868033883192,OFFER_1
