memberId,lastTransactionUtcTs,lastTransactionType,lastTransactionPointsBought,lastTransactionRevenueUSD
EEFD4047,2019-05-14 00:07:54,buy,7900,13.166666666666666
7B658335,,,,
E52F74C5,2022-09-12 00:06:06,redeem,-2000,0.0
9500046A,2023-09-17 12:48:18,gift,300,0.25
B49480EC,2020-04-09 00:03:07,redeem,-5300,0.0
C113A822,2023-10-13 10:47:06,gift,3100,1.7222222222222223
2F35C7DB,2019-02-12 16:34:44,gift,1800,1.125
8F686B10,2019-06-16 10:28:17,gift,6600,22.0
BAA06877,2020-02-11 20:06:04,redeem,-1400,0.0
EEFD4047,2021-07-13 10:17:45,gift,9200,5.75
2954F84A,2023-09-17 06:56:01,buy,7000,11.666666666666666
DD5DB310,2020-09-04 01:31:15,gift,6300,3.3157894736842106
97094FB3,2020-01-11 00:27:02,buy,7300,12.166666666666666
245EB671,2020-04-15 09:36:17,gift,2100,2.3333333333333335
FEF48449,2020-12-06 10:02:10,gift,4200,5.25
AC2553F9,2022-02-20 12:47:22,gift,1500,1.5
2F35C7DB,2023-09-06 08:24:33,buy,600,0.46153846153846156
B3D37DD7,2021-10-24 12:31:08,buy,2000,20.0
471193DA,2019-02-25 12:07:59,gift,2100,1.3125
2085BB17,2022-05-04 15:49:17,redeem,-7500,0.0
97094FB3,2022-12-07 04:05:06,gift,7200,3.6
E9C8343F,2022-01-15 17:45:10,redeem,-8200,0.0
666B322A,2020-06-13 15:31:46,buy,10000,5.882352941176471
A1863609,2023-11-23 21:17:20,redeem,-2900,0.0
9A4A5C1B,2023-03-29 15:14:32,buy,6900,8.625
76F0942D,2021-05-30 22:32:29,gift,9100,4.55
F2D14938,2023-01-30 23:24:19,redeem,-300,0.0
1A35E703,2023-08-17 22:44:37,gift,7800,3.9
3E929A46,2023-05-10 23:16:31,buy,8700,9.666666666666666
166DCF52,2022-09-09 07:48:54,gift,4300,7.166666666666667
A0D12526,2020-03-11 15:09:52,gift,6600,3.8823529411764706
7B78E143,2019-01-24 19:39:30,gift,4100,8.2
56BA6C12,2019-08-24 04:20:06,gift,7000,70.0
E7B82148,2023-06-29 21:43:08,gift,3200,1.8823529411764706
72229688,2020-07-08 23:15:37,gift,8800,4.4
565DB88B,2022-03-07 19:19:44,redeem,-8900,0.0
2567D20E,2022-11-16 17:31:04,redeem,-8200,0.0
CE53D29C,2023-01-13 06:39:28,redeem,-4300,0.0
3D0B4F32,2023-01-22 22:24:56,redeem,-900,0.0
3093F014,2023-05-20 14:17:41,buy,2600,2.3636363636363638
B17CB563,2021-04-08 12:46:15,gift,9400,5.529411764705882
D1366AB4,2023-03-11 23:56:33,redeem,-6000,0.0
5070AC76,2023-10-29 05:04:04,gift,5200,52.0
963D3242,2023-01-31 10:46:30,redeem,-2300,0.0
5F25361C,2019-01-24 18:56:29,redeem,-8500,0.0
2567D20E,2021-05-14 20:37:44,buy,8600,21.5
0664C0B9,2020-12-26 10:56:07,gift,8600,7.818181818181818
6ADA19D6,2021-03-18 22:03:05,gift,4100,2.5625
833ED870,2023-06-10 04:07:38,redeem,-100,0.0
1ACD6205,2020-12-31 10:29:48,buy,6300,5.7272727272727275
73CDC6F0,2021-09-10 00:19:28,buy,1800,0.9473684210526315
26F93FEC,2020-03-05 20:51:16,gift,3700,2.466666666666667
EBE6F713,2019-02-01 00:32:17,gift,6800,8.5
B1C7B593,2022-08-08 03:00:10,gift,2400,8.0
B5110806,2021-12-22 22:17:07,buy,5000,3.3333333333333335
3370E1E8,2021-03-04 08:32:47,buy,6200,15.5
417E93CA,2020-10-02 16:17:57,redeem,-7000,0.0
CEF64D1D,2019-12-29 05:11:36,gift,6100,3.05
90912664,2019-08-22 03:35:33,buy,8600,86.0
448D5718,2019-04-04 02:06:23,redeem,-500,0.0
1D3115D4,2023-12-31 17:36:06,redeem,-3900,0.0
4883B10C,2019-08-01 19:19:12,buy,4000,3.076923076923077
,2023-03-15 18:55:47,gift,9600,12.0
56BA6C12,2021-03-06 17:26:15,gift,1100,0.9166666666666666
DE82F6BF,2021-04-23 21:16:08,redeem,-9100,0.0
FD3C6F70,2019-12-18 20:14:48,gift,3500,11.666666666666666
4D84D199,2021-10-18 04:17:58,redeem,-6300,0.0
FAA9746C,2021-06-19 19:45:39,gift,2000,2.857142857142857
463DE736,2020-07-31 18:02:31,gift,8400,12.0
E8EB1D4F,2021-07-31 19:15:10,redeem,-2900,0.0
245EB671,2021-12-05 11:15:25,gift,8100,4.5
3D6A787F,2020-07-13 17:38:17,buy,9300,6.2
F74FC69A,2020-10-30 16:18:57,gift,9300,46.5
EC56F0EC,2020-05-04 03:23:11,buy,5200,8.666666666666666
856EC150,2022-05-02 09:04:26,buy,6400,7.111111111111111
B07E38B7,2021-02-18 14:42:58,redeem,-9600,0.0
492A0AFA,2022-02-12 22:02:04,redeem,-5400,0.0
08E0A13C,2023-07-24 16:05:47,gift,8200,4.555555555555555
4DE9299A,2019-12-30 18:44:33,buy,100,0.058823529411764705
0EF042B8,2023-03-05 21:38:07,gift,7600,10.857142857142858
4EF83694,2022-01-16 20:54:46,redeem,-4300,0.0
E6B53130,2021-05-24 22:37:49,redeem,-6400,0.0
FE2DE344,2022-11-10 00:03:02,redeem,-3700,0.0
84739892,2019-05-21 00:01:53,buy,9200,30.666666666666668
25938411,2021-10-15 22:34:14,buy,9800,4.9
21836B6F,2023-09-10 22:31:05,gift,7000,5.833333333333333
3D938BD4,2021-03-25 12:27:37,gift,2900,1.7058823529411764
16C09944,2021-03-05 14:34:02,gift,7700,4.8125
BAF4640A,2020-06-12 01:22:51,gift,1300,1.1818181818181819
28164DB9,2021-07-29 01:37:09,gift,2100,1.1666666666666667
69A00A83,2023-10-03 16:20:50,redeem,-6900,0.0
34A01C00,2021-11-09 02:19:26,gift,3000,1.5
FB341532,2022-08-23 16:37:44,redeem,-9500,0.0
34F3F5AD,2023-12-16 05:22:27,redeem,-6000,0.0
5D095548,2022-08-09 18:07:40,buy,3300,16.5
73CDC6F0,2019-01-22 04:16:34,gift,2000,2.0
9A4F8767,,,,
F74FC69A,2022-07-16 20:23:20,gift,3700,6.166666666666667
448D5718,2021-10-10 16:27:33,redeem,-7200,0.0
3FA77C7E,2022-12-18 14:13:43,gift,3500,3.5
48B58C8A,2020-10-08 07:14:56,redeem,-8100,0.0
1CA01C8A,2021-03-24 13:48:51,buy,5400,4.5
9E0EDB10,2021-12-28 05:17:29,gift,6100,4.6923076923076925
EF1723B6,2023-06-22 21:44:43,buy,6300,4.846153846153846
EC98198F,2023-10-20 23:38:42,redeem,-5200,0.0
2567D20E,2020-09-22 07:58:03,buy,6500,8.125
4D37F2E1,2020-02-25 10:41:09,buy,9500,95.0
AE0B451A,2020-05-10 19:50:36,gift,2400,12.0
FAD48011,2020-04-17 09:14:41,redeem,-5100,0.0
D610BE3E,2022-08-15 04:28:35,gift,1800,1.0588235294117647
A2CBF034,2020-08-23 04:44:51,buy,9800,8.166666666666666
34A01C00,2020-02-28 03:42:17,gift,4300,2.263157894736842
3CA929A2,2022-01-26 00:56:56,gift,5300,2.9444444444444446
9B3D79B6,2019-11-15 08:54:58,buy,7100,71.0
A4CB5752,2022-06-05 04:37:34,redeem,-8500,0.0
C113A822,2020-10-21 04:22:44,redeem,-2700,0.0
9E1E7F78,2020-02-19 02:50:23,redeem,-3400,0.0
1A2743D1,2020-11-27 16:18:19,gift,4400,4.888888888888889
F0EF27CF,2020-08-15 18:45:26,gift,800,0.47058823529411764
9EDC30FF,2019-02-18 22:27:11,redeem,-3900,0.0
C137C2FF,2021-04-29 04:01:17,gift,7600,8.444444444444445
AE0B451A,2019-08-16 07:07:59,gift,6500,10.833333333333334
161413EB,2020-04-20 21:57:33,redeem,-7500,0.0
69590696,2021-11-13 08:32:48,buy,9800,8.909090909090908
B3D37DD7,2021-07-02 12:14:42,gift,9600,6.857142857142857
3E883649,2023-09-27 17:55:06,redeem,-900,0.0
92222EBC,2022-03-11 06:32:48,gift,7400,4.352941176470588
409D35EA,2019-10-02 12:22:41,buy,500,0.8333333333333334
A0D12526,2023-02-21 07:40:40,redeem,-2300,0.0
F37BF075,2023-12-09 11:10:37,redeem,-9100,0.0
3E095AE7,2019-10-19 02:42:33,gift,100,0.14285714285714285
6902D348,2020-09-25 01:57:50,redeem,-5400,0.0
8E0E931C,2022-10-22 00:49:20,redeem,-5800,0.0
9EC29934,2022-02-27 17:54:42,gift,1000,0.5263157894736842
AC2553F9,2023-06-12 15:55:35,gift,9200,9.2
DED0B142,2019-09-01 01:09:50,gift,9200,6.133333333333334
C93DD84B,2020-06-04 14:51:18,redeem,-5900,0.0
01453339,2019-11-06 11:04:30,buy,400,0.8
0664C0B9,2021-12-01 00:31:46,buy,3100,4.428571428571429
89065792,2019-03-17 09:37:23,redeem,-6400,0.0
94BD686A,2023-11-15 12:32:18,gift,9400,4.947368421052632
58B6CADE,2020-08-06 09:09:06,gift,4100,2.411764705882353
89065792,2019-02-25 18:11:57,buy,600,1.0
F1C4ED3D,2022-12-03 08:15:32,buy,1500,2.5
D5DC7878,2019-11-02 07:28:29,gift,8300,27.666666666666668
A6D615AE,2022-09-03 12:50:02,redeem,-9100,0.0
565DB88B,2019-04-19 21:52:38,gift,600,0.6666666666666666
23C27BA9,2020-02-14 03:59:03,buy,8800,4.4
A78A409E,2021-09-10 00:47:19,redeem,-8000,0.0
277E334F,2020-11-05 08:19:56,gift,2500,1.4705882352941178
EF1723B6,2020-07-23 11:54:10,gift,1500,1.875
D98E2F6D,2021-03-30 19:43:37,buy,5700,6.333333333333333
F74FC69A,2022-05-23 03:10:54,buy,8300,4.882352941176471
9D4E1190,2020-02-19 21:48:59,gift,7000,10.0
14B2D2E7,2022-04-25 22:13:39,buy,9500,6.333333333333333
190F7BF0,2020-05-06 04:24:35,gift,7000,4.375
CE53D29C,2019-10-15 12:33:42,redeem,-2700,0.0
4C6EE90F,2023-09-06 00:34:14,redeem,-3300,0.0
A6D615AE,2023-05-18 21:45:56,buy,9600,6.4
7FF5DF2A,2023-07-11 17:52:56,gift,3200,16.0
2311A0EE,2023-12-10 08:28:12,buy,2800,5.6
FB341532,2022-07-10 04:03:28,redeem,-600,0.0
EA2C8531,2019-12-19 14:58:33,buy,3500,2.1875
FD7F939B,2019-01-29 16:50:48,buy,1300,0.6842105263157895
FF61C539,2020-04-20 17:01:17,redeem,-3400,0.0
E6B53130,2020-10-06 19:08:08,buy,5000,2.5
6A460FCD,2023-07-24 04:16:34,buy,5500,6.875
4A2BC2EF,2023-02-13 17:34:37,gift,7000,4.666666666666667
34F3F5AD,2019-01-29 22:45:17,gift,7600,4.222222222222222
D5F07DA4,2023-01-08 14:37:42,buy,1700,1.2142857142857142
B4FD82C4,2022-08-12 03:34:51,buy,5400,3.375
E4035224,2020-10-13 01:00:29,gift,2900,7.25
